playerID,awardID,yearID:int,lgID,tie,notes 
"earnsge01","Baseball Magazine All-Star",1931,"AL","0","P2"
"ferrewe01","Baseball Magazine All-Star",1931,"AL","0","P3"
"walberu01","Baseball Magazine All-Star",1931,"AL","0","P4"
"ruthba01","Baseball Magazine All-Star",1931,"AL","0","RF"
"cronijo01","Baseball Magazine All-Star",1931,"AL","0","SS"
"gehrilo01","Baseball Magazine All-Star",1931,"ML","0","1B"
"friscfr01","Baseball Magazine All-Star",1931,"ML","0","2B"
"traynpi01","Baseball Magazine All-Star",1931,"ML","0","3B"
"cochrmi01","Baseball Magazine All-Star",1931,"ML","0","C"
"cuyleki01","Baseball Magazine All-Star",1931,"ML","0","CF"
"simmoal01","Baseball Magazine All-Star",1931,"ML","0","LF"
"grovele01","Baseball Magazine All-Star",1931,"ML","0","P1"
"ferrewe01","Baseball Magazine All-Star",1931,"ML","0","P2"
"earnsge01","Baseball Magazine All-Star",1931,"ML","0","P3"
"branded01","Baseball Magazine All-Star",1931,"ML","0","P4"
"ruthba01","Baseball Magazine All-Star",1931,"ML","0","RF"
"cronijo01","Baseball Magazine All-Star",1931,"ML","0","SS"
"terrybi01","Baseball Magazine All-Star",1931,"NL","0","1B"
"friscfr01","Baseball Magazine All-Star",1931,"NL","0","2B"
"traynpi01","Baseball Magazine All-Star",1931,"NL","0","3B"
"hartnga01","Baseball Magazine All-Star",1931,"NL","0","C"
"cuyleki01","Baseball Magazine All-Star",1931,"NL","0","CF"
"hafeych01","Baseball Magazine All-Star",1931,"NL","0","LF"
"branded01","Baseball Magazine All-Star",1931,"NL","0","P1"
"derripa01","Baseball Magazine All-Star",1931,"NL","0","P2"
"hallabi01","Baseball Magazine All-Star",1931,"NL","0","P3"
"fitzsfr01","Baseball Magazine All-Star",1931,"NL","0","P4"
"kleinch01","Baseball Magazine All-Star",1931,"NL","0","RF"
"jackstr01","Baseball Magazine All-Star",1931,"NL","0","SS"
"grovele01","Most Valuable Player",1931,"AL","0","0"
"friscfr01","Most Valuable Player",1931,"NL","0","0"
"grovele01","Pitching Triple Crown",1931,"AL","0","0"
"gehrilo01","TSN All-Star",1931,"ML","0","1B"
"friscfr01","TSN All-Star",1931,"ML","0","2B"
"traynpi01","TSN All-Star",1931,"ML","0","3B"
"cochrmi01","TSN All-Star",1931,"ML","0","C"
"averiea01","TSN All-Star",1931,"ML","0","OF"
"ruthba01","TSN All-Star",1931,"ML","0","OF"
"simmoal01","TSN All-Star",1931,"ML","0","OF"
"earnsge01","TSN All-Star",1931,"ML","0","P"
"grovele01","TSN All-Star",1931,"ML","0","P"
"cronijo01","TSN All-Star",1931,"ML","0","SS"
"gehrilo01","TSN Guide MVP",1931,"AL","0","0"
"kleinch01","TSN Guide MVP",1931,"NL","0","0"
"foxxji01","Baseball Magazine All-Star",1932,"AL","0","1B"
"gehrich01","Baseball Magazine All-Star",1932,"AL","0","2B"
"kammwi01","Baseball Magazine All-Star",1932,"AL","0","3B"
"cochrmi01","Baseball Magazine All-Star",1932,"AL","0","C"
"averiea01","Baseball Magazine All-Star",1932,"AL","0","CF"
"simmoal01","Baseball Magazine All-Star",1932,"AL","0","LF"
"grovele01","Baseball Magazine All-Star",1932,"AL","0","P1"
"crowdal01","Baseball Magazine All-Star",1932,"AL","0","P2"
"gomezle01","Baseball Magazine All-Star",1932,"AL","0","P3"
"ferrewe01","Baseball Magazine All-Star",1932,"AL","0","P4"
"ruthba01","Baseball Magazine All-Star",1932,"AL","0","RF"
"cronijo01","Baseball Magazine All-Star",1932,"AL","0","SS"
"foxxji01","Baseball Magazine All-Star",1932,"ML","0","1B"
"gehrich01","Baseball Magazine All-Star",1932,"ML","0","2B"
"traynpi01","Baseball Magazine All-Star",1932,"ML","0","3B"
"cochrmi01","Baseball Magazine All-Star",1932,"ML","0","C"
"wanerll01","Baseball Magazine All-Star",1932,"ML","0","CF"
"odoulle01","Baseball Magazine All-Star",1932,"ML","0","LF"
"grovele01","Baseball Magazine All-Star",1932,"ML","0","P1"
"crowdal01","Baseball Magazine All-Star",1932,"ML","0","P2"
"gomezle01","Baseball Magazine All-Star",1932,"ML","0","P3"
"warnelo01","Baseball Magazine All-Star",1932,"ML","0","P4"
"kleinch01","Baseball Magazine All-Star",1932,"ML","0","RF"
"cronijo01","Baseball Magazine All-Star",1932,"ML","0","SS"
"terrybi01","Baseball Magazine All-Star",1932,"NL","0","1B"
"hermabi01","Baseball Magazine All-Star",1932,"NL","0","2B"
"traynpi01","Baseball Magazine All-Star",1932,"NL","0","3B"
"hartnga01","Baseball Magazine All-Star",1932,"NL","0","C"
"wanerll01","Baseball Magazine All-Star",1932,"NL","0","CF"
"odoulle01","Baseball Magazine All-Star",1932,"NL","0","LF"
"warnelo01","Baseball Magazine All-Star",1932,"NL","0","P1"
"hubbeca01","Baseball Magazine All-Star",1932,"NL","0","P2"
"clarkwa02","Baseball Magazine All-Star",1932,"NL","0","P3"
"deandi01","Baseball Magazine All-Star",1932,"NL","0","P4"
"kleinch01","Baseball Magazine All-Star",1932,"NL","0","RF"
"bartedi01","Baseball Magazine All-Star",1932,"NL","0","SS"
"foxxji01","Most Valuable Player",1932,"AL","0","0"
"kleinch01","Most Valuable Player",1932,"NL","0","0"
"foxxji01","TSN All-Star",1932,"ML","0","1B"
"lazzeto01","TSN All-Star",1932,"ML","0","2B"
"traynpi01","TSN All-Star",1932,"ML","0","3B"
"dickebi01","TSN All-Star",1932,"ML","0","C"
"averiea01","TSN All-Star",1932,"ML","0","OF"
"kleinch01","TSN All-Star",1932,"ML","0","OF"
"odoulle01","TSN All-Star",1932,"ML","0","OF"
"grovele01","TSN All-Star",1932,"ML","0","P"
"warnelo01","TSN All-Star",1932,"ML","0","P"
"cronijo01","TSN All-Star",1932,"ML","0","SS"
"foxxji01","TSN Guide MVP",1932,"AL","0","0"
"kleinch01","TSN Guide MVP",1932,"NL","0","0"
"foxxji01","Baseball Magazine All-Star",1933,"AL","0","1B"
"gehrich01","Baseball Magazine All-Star",1933,"AL","0","2B"
"higgipi01","Baseball Magazine All-Star",1933,"AL","0","3B"
"cochrmi01","Baseball Magazine All-Star",1933,"AL","0","C"
"averiea01","Baseball Magazine All-Star",1933,"AL","0","OF"
"simmoal01","Baseball Magazine All-Star",1933,"AL","0","OF"
"westsa01","Baseball Magazine All-Star",1933,"AL","0","OF"
"grovele01","Baseball Magazine All-Star",1933,"AL","0","P1"
"whiteea01","Baseball Magazine All-Star",1933,"AL","0","P2"
"crowdal01","Baseball Magazine All-Star",1933,"AL","0","P3"
"bridgto01","Baseball Magazine All-Star",1933,"AL","0","P4"
"cronijo01","Baseball Magazine All-Star",1933,"AL","0","SS"
"foxxji01","Baseball Magazine All-Star",1933,"ML","0","1B"
"gehrich01","Baseball Magazine All-Star",1933,"ML","0","2B"
"traynpi01","Baseball Magazine All-Star",1933,"ML","0","3B"
"cochrmi01","Baseball Magazine All-Star",1933,"ML","0","C"
"bergewa01","Baseball Magazine All-Star",1933,"ML","0","CF"
"simmoal01","Baseball Magazine All-Star",1933,"ML","0","LF"
"hubbeca01","Baseball Magazine All-Star",1933,"ML","0","P1"
"grovele01","Baseball Magazine All-Star",1933,"ML","0","P2"
"whiteea01","Baseball Magazine All-Star",1933,"ML","0","P3"
"deandi01","Baseball Magazine All-Star",1933,"ML","0","P4"
"kleinch01","Baseball Magazine All-Star",1933,"ML","0","RF"
"cronijo01","Baseball Magazine All-Star",1933,"ML","0","SS"
"terrybi01","Baseball Magazine All-Star",1933,"NL","0","1B"
"friscfr01","Baseball Magazine All-Star",1933,"NL","0","2B"
"traynpi01","Baseball Magazine All-Star",1933,"NL","0","3B"
"lopezal01","Baseball Magazine All-Star",1933,"NL","0","C"
"bergewa01","Baseball Magazine All-Star",1933,"NL","0","CF"
"medwijo01","Baseball Magazine All-Star",1933,"NL","0","LF"
"hubbeca01","Baseball Magazine All-Star",1933,"NL","0","P1"
"deandi01","Baseball Magazine All-Star",1933,"NL","0","P2"
"cantwbe01","Baseball Magazine All-Star",1933,"NL","0","P3"
"warnelo01","Baseball Magazine All-Star",1933,"NL","0","P4"
"kleinch01","Baseball Magazine All-Star",1933,"NL","0","RF"
"vaughar01","Baseball Magazine All-Star",1933,"NL","0","SS"
"foxxji01","Most Valuable Player",1933,"AL","0","0"
"hubbeca01","Most Valuable Player",1933,"NL","0","0"
"foxxji01","Triple Crown",1933,"AL","0","0"
"kleinch01","Triple Crown",1933,"NL","0","0"
"foxxji01","TSN All-Star",1933,"ML","0","1B"
"gehrich01","TSN All-Star",1933,"ML","0","2B"
"traynpi01","TSN All-Star",1933,"ML","0","3B"
"dickebi01","TSN All-Star",1933,"ML","0","C"
"bergewa01","TSN All-Star",1933,"ML","0","OF"
"kleinch01","TSN All-Star",1933,"ML","0","OF"
"simmoal01","TSN All-Star",1933,"ML","0","OF"
"crowdal01","TSN All-Star",1933,"ML","0","P"
"hubbeca01","TSN All-Star",1933,"ML","0","P"
"cronijo01","TSN All-Star",1933,"ML","0","SS"
"foxxji01","TSN Guide MVP",1933,"AL","0","0"
"hubbeca01","TSN Guide MVP",1933,"NL","0","0"
"gehrilo01","Baseball Magazine All-Star",1934,"AL","0","1B"
"gehrich01","Baseball Magazine All-Star",1934,"AL","0","2B"
"werbebi01","Baseball Magazine All-Star",1934,"AL","0","3B"
"cochrmi01","Baseball Magazine All-Star",1934,"AL","0","C"
"westsa01","Baseball Magazine All-Star",1934,"AL","0","CF"
"simmoal01","Baseball Magazine All-Star",1934,"AL","0","LF"
"gomezle01","Baseball Magazine All-Star",1934,"AL","0","P1"
"rowesc01","Baseball Magazine All-Star",1934,"AL","0","P2"
"hardeme01","Baseball Magazine All-Star",1934,"AL","0","P3"
"bridgto01","Baseball Magazine All-Star",1934,"AL","0","P4"
"manushe01","Baseball Magazine All-Star",1934,"AL","0","RF"
"knickbi01","Baseball Magazine All-Star",1934,"AL","0","SS"
"gehrilo01","Baseball Magazine All-Star",1934,"ML","0","1B"
"gehrich01","Baseball Magazine All-Star",1934,"ML","0","2B"
"traynpi01","Baseball Magazine All-Star",1934,"ML","0","3B"
"cochrmi01","Baseball Magazine All-Star",1934,"ML","0","C"
"ottme01","Baseball Magazine All-Star",1934,"ML","0","CF"
"simmoal01","Baseball Magazine All-Star",1934,"ML","0","LF"
"deandi01","Baseball Magazine All-Star",1934,"ML","0","P1"
"gomezle01","Baseball Magazine All-Star",1934,"ML","0","P2"
"hubbeca01","Baseball Magazine All-Star",1934,"ML","0","P3"
"rowesc01","Baseball Magazine All-Star",1934,"ML","0","P4"
"wanerpa01","Baseball Magazine All-Star",1934,"ML","0","RF"
"vaughar01","Baseball Magazine All-Star",1934,"ML","0","SS"
"terrybi01","Baseball Magazine All-Star",1934,"NL","0","1B"
"friscfr01","Baseball Magazine All-Star",1934,"NL","0","2B"
"traynpi01","Baseball Magazine All-Star",1934,"NL","0","3B"
"hartnga01","Baseball Magazine All-Star",1934,"NL","0","C"
"ottme01","Baseball Magazine All-Star",1934,"NL","0","CF"
"moorejo02","Baseball Magazine All-Star",1934,"NL","0","LF"
"deandi01","Baseball Magazine All-Star",1934,"NL","0","P1"
"hubbeca01","Baseball Magazine All-Star",1934,"NL","0","P2"
"warnelo01","Baseball Magazine All-Star",1934,"NL","0","P3"
"schumha02","Baseball Magazine All-Star",1934,"NL","0","P4"
"wanerpa01","Baseball Magazine All-Star",1934,"NL","0","RF"
"vaughar01","Baseball Magazine All-Star",1934,"NL","0","SS"
"cochrmi01","Most Valuable Player",1934,"AL","0","0"
"deandi01","Most Valuable Player",1934,"NL","0","0"
"gomezle01","Pitching Triple Crown",1934,"AL","0","0"
"gehrilo01","Triple Crown",1934,"AL","0","0"
"gehrilo01","TSN All-Star",1934,"ML","0","1B"
"gehrich01","TSN All-Star",1934,"ML","0","2B"
"higgipi01","TSN All-Star",1934,"ML","0","3B"
"cochrmi01","TSN All-Star",1934,"ML","0","C"
"averiea01","TSN All-Star",1934,"ML","0","OF"
"ottme01","TSN All-Star",1934,"ML","0","OF"
"simmoal01","TSN All-Star",1934,"ML","0","OF"
"deandi01","TSN All-Star",1934,"ML","0","P"
"gomezle01","TSN All-Star",1934,"ML","0","P"
"rowesc01","TSN All-Star",1934,"ML","0","P"
"cronijo01","TSN All-Star",1934,"ML","0","SS"
"gehrilo01","TSN Guide MVP",1934,"AL","0","0"
"deandi01","TSN Guide MVP",1934,"NL","0","0"
"greenha01","Baseball Magazine All-Star",1935,"AL","0","1B"
"gehrich01","Baseball Magazine All-Star",1935,"AL","0","2B"
"higgipi01","Baseball Magazine All-Star",1935,"AL","0","3B"
"cochrmi01","Baseball Magazine All-Star",1935,"AL","0","C"
"cramedo01","Baseball Magazine All-Star",1935,"AL","0","CF"
"vosmijo01","Baseball Magazine All-Star",1935,"AL","0","LF"
"bridgto01","Baseball Magazine All-Star",1935,"AL","0","P1"
"ferrewe01","Baseball Magazine All-Star",1935,"AL","0","P2"
"hardeme01","Baseball Magazine All-Star",1935,"AL","0","P3"
"grovele01","Baseball Magazine All-Star",1935,"AL","0","P4"
"foxpe01","Baseball Magazine All-Star",1935,"AL","0","RF"
"cronijo01","Baseball Magazine All-Star",1935,"AL","0","SS"
"greenha01","Baseball Magazine All-Star",1935,"ML","0","1B"
"gehrich01","Baseball Magazine All-Star",1935,"ML","0","2B"
"martipe01","Baseball Magazine All-Star",1935,"ML","0","3B"
"cochrmi01","Baseball Magazine All-Star",1935,"ML","0","C"
"bergewa01","Baseball Magazine All-Star",1935,"ML","0","CF"
"medwijo01","Baseball Magazine All-Star",1935,"ML","0","LF"
"deandi01","Baseball Magazine All-Star",1935,"ML","0","P1"
"ferrewe01","Baseball Magazine All-Star",1935,"ML","0","P2"
"hubbeca01","Baseball Magazine All-Star",1935,"ML","0","P3"
"bridgto01","Baseball Magazine All-Star",1935,"ML","0","P4"
"ottme01","Baseball Magazine All-Star",1935,"ML","0","RF"
"vaughar01","Baseball Magazine All-Star",1935,"ML","0","SS"
"terrybi01","Baseball Magazine All-Star",1935,"NL","0","1B"
"hermabi01","Baseball Magazine All-Star",1935,"NL","0","2B"
"martipe01","Baseball Magazine All-Star",1935,"NL","0","3B"
"hartnga01","Baseball Magazine All-Star",1935,"NL","0","C"
"bergewa01","Baseball Magazine All-Star",1935,"NL","0","CF"
"medwijo01","Baseball Magazine All-Star",1935,"NL","0","LF"
"deandi01","Baseball Magazine All-Star",1935,"NL","0","P1"
"hubbeca01","Baseball Magazine All-Star",1935,"NL","0","P2"
"warnelo01","Baseball Magazine All-Star",1935,"NL","0","P3"
"derripa01","Baseball Magazine All-Star",1935,"NL","0","P4"
"ottme01","Baseball Magazine All-Star",1935,"NL","0","RF"
"vaughar01","Baseball Magazine All-Star",1935,"NL","0","SS"
"greenha01","Most Valuable Player",1935,"AL","0","0"
"hartnga01","Most Valuable Player",1935,"NL","0","0"
"greenha01","TSN All-Star",1935,"ML","0","1B"
"gehrich01","TSN All-Star",1935,"ML","0","2B"
"martipe01","TSN All-Star",1935,"ML","0","3B"
"cochrmi01","TSN All-Star",1935,"ML","0","C"
"cramedo01","TSN All-Star",1935,"ML","0","OF"
"medwijo01","TSN All-Star",1935,"ML","0","OF"
"ottme01","TSN All-Star",1935,"ML","0","OF"
"deandi01","TSN All-Star",1935,"ML","0","P"
"hubbeca01","TSN All-Star",1935,"ML","0","P"
"vaughar01","TSN All-Star",1935,"ML","0","SS"
"greenha01","TSN Guide MVP",1935,"AL","0","0"
"vaughar01","TSN Guide MVP",1935,"NL","0","0"
"gehrilo01","Baseball Magazine All-Star",1936,"AL","0","1B"
"gehrich01","Baseball Magazine All-Star",1936,"AL","0","2B"
"owenma01","Baseball Magazine All-Star",1936,"AL","0","3B"
"dickebi01","Baseball Magazine All-Star",1936,"AL","0","C"
"averiea01","Baseball Magazine All-Star",1936,"AL","0","CF"
"dimagjo01","Baseball Magazine All-Star",1936,"AL","0","LF"
"bridgto01","Baseball Magazine All-Star",1936,"AL","0","P1"
"kenneve01","Baseball Magazine All-Star",1936,"AL","0","P2"
"ferrewe01","Baseball Magazine All-Star",1936,"AL","0","P3"
"allenjo02","Baseball Magazine All-Star",1936,"AL","0","P4"
"moseswa01","Baseball Magazine All-Star",1936,"AL","0","RF"
"applilu01","Baseball Magazine All-Star",1936,"AL","0","SS"
"gehrilo01","Baseball Magazine All-Star",1936,"ML","0","1B"
"gehrich01","Baseball Magazine All-Star",1936,"ML","0","2B"
"hackst01","Baseball Magazine All-Star",1936,"ML","0","3B"
"dickebi01","Baseball Magazine All-Star",1936,"ML","0","C"
"averiea01","Baseball Magazine All-Star",1936,"ML","0","CF"
"dimagjo01","Baseball Magazine All-Star",1936,"ML","0","LF"
"hubbeca01","Baseball Magazine All-Star",1936,"ML","0","P1"
"deandi01","Baseball Magazine All-Star",1936,"ML","0","P2"
"bridgto01","Baseball Magazine All-Star",1936,"ML","0","P3"
"kenneve01","Baseball Magazine All-Star",1936,"ML","0","P4"
"wanerpa01","Baseball Magazine All-Star",1936,"ML","0","RF"
"applilu01","Baseball Magazine All-Star",1936,"ML","0","SS"
"suhrgu01","Baseball Magazine All-Star",1936,"NL","0","1B"
"hermabi01","Baseball Magazine All-Star",1936,"NL","0","2B"
"hackst01","Baseball Magazine All-Star",1936,"NL","0","3B"
"hartnga01","Baseball Magazine All-Star",1936,"NL","0","C"
"cuyleki01","Baseball Magazine All-Star",1936,"NL","0","CF"
"medwijo01","Baseball Magazine All-Star",1936,"NL","0","LF"
"hubbeca01","Baseball Magazine All-Star",1936,"NL","0","P1"
"deandi01","Baseball Magazine All-Star",1936,"NL","0","P2"
"frencla01","Baseball Magazine All-Star",1936,"NL","0","P3"
"macfada01","Baseball Magazine All-Star",1936,"NL","0","P4"
"wanerpa01","Baseball Magazine All-Star",1936,"NL","0","RF"
"vaughar01","Baseball Magazine All-Star",1936,"NL","0","SS"
"gehrilo01","Most Valuable Player",1936,"AL","0","0"
"hubbeca01","Most Valuable Player",1936,"NL","0","0"
"gehrilo01","TSN All-Star",1936,"ML","0","1B"
"gehrich01","TSN All-Star",1936,"ML","0","2B"
"higgipi01","TSN All-Star",1936,"ML","0","3B"
"dickebi01","TSN All-Star",1936,"ML","0","C"
"averiea01","TSN All-Star",1936,"ML","0","OF"
"medwijo01","TSN All-Star",1936,"ML","0","OF"
"ottme01","TSN All-Star",1936,"ML","0","OF"
"deandi01","TSN All-Star",1936,"ML","0","P"
"hubbeca01","TSN All-Star",1936,"ML","0","P"
"applilu01","TSN All-Star",1936,"ML","0","SS"
"gehrilo01","TSN Guide MVP",1936,"AL","0","0"
"hubbeca01","TSN Guide MVP",1936,"NL","0","0"
"hubbeca01","TSN Major League Player of the Year",1936,"ML","0","0"
"gehrilo01","Baseball Magazine All-Star",1937,"AL","0","1B"
"gehrich01","Baseball Magazine All-Star",1937,"AL","0","2B"
"higgipi01","Baseball Magazine All-Star",1937,"AL","0","3B"
"dickebi01","Baseball Magazine All-Star",1937,"AL","0","C"
"dimagjo01","Baseball Magazine All-Star",1937,"AL","0","CF"
"moseswa01","Baseball Magazine All-Star",1937,"AL","0","LF"
"gomezle01","Baseball Magazine All-Star",1937,"AL","0","P1"
"lawsoro01","Baseball Magazine All-Star",1937,"AL","0","P2"
"grovele01","Baseball Magazine All-Star",1937,"AL","0","P3"
"allenjo02","Baseball Magazine All-Star",1937,"AL","0","P4"
"vosmijo01","Baseball Magazine All-Star",1937,"AL","0","RF"
"applilu01","Baseball Magazine All-Star",1937,"AL","0","SS"
"gehrilo01","Baseball Magazine All-Star",1937,"ML","0","1B"
"gehrich01","Baseball Magazine All-Star",1937,"ML","0","2B"
"whitnpi01","Baseball Magazine All-Star",1937,"ML","0","3B"
"dickebi01","Baseball Magazine All-Star",1937,"ML","0","C"
"dimagjo01","Baseball Magazine All-Star",1937,"ML","0","CF"
"medwijo01","Baseball Magazine All-Star",1937,"ML","0","LF"
"hubbeca01","Baseball Magazine All-Star",1937,"ML","0","P1"
"gomezle01","Baseball Magazine All-Star",1937,"ML","0","P2"
"fettelo01","Baseball Magazine All-Star",1937,"ML","0","P3"
"warnelo01","Baseball Magazine All-Star",1937,"ML","0","P4"
"wanerpa01","Baseball Magazine All-Star",1937,"ML","0","RF"
"applilu01","Baseball Magazine All-Star",1937,"ML","0","SS"
"mizejo01","Baseball Magazine All-Star",1937,"NL","0","1B"
"hermabi01","Baseball Magazine All-Star",1937,"NL","0","2B"
"whitnpi01","Baseball Magazine All-Star",1937,"NL","0","3B"
"hartnga01","Baseball Magazine All-Star",1937,"NL","0","C"
"demarfr02","Baseball Magazine All-Star",1937,"NL","0","CF"
"medwijo01","Baseball Magazine All-Star",1937,"NL","0","LF"
"hubbeca01","Baseball Magazine All-Star",1937,"NL","0","P1"
"fettelo01","Baseball Magazine All-Star",1937,"NL","0","P2"
"turneji01","Baseball Magazine All-Star",1937,"NL","0","P3"
"warnelo01","Baseball Magazine All-Star",1937,"NL","0","P4"
"wanerpa01","Baseball Magazine All-Star",1937,"NL","0","RF"
"vaughar01","Baseball Magazine All-Star",1937,"NL","0","SS"
"gehrich01","Most Valuable Player",1937,"AL","0","0"
"medwijo01","Most Valuable Player",1937,"NL","0","0"
"gomezle01","Pitching Triple Crown",1937,"AL","0","0"
"medwijo01","Triple Crown",1937,"NL","0","0"
"gehrilo01","TSN All-Star",1937,"ML","0","1B"
"gehrich01","TSN All-Star",1937,"ML","0","2B"
"rolfere01","TSN All-Star",1937,"ML","0","3B"
"hartnga01","TSN All-Star",1937,"ML","0","C"
"dimagjo01","TSN All-Star",1937,"ML","0","OF"
"medwijo01","TSN All-Star",1937,"ML","0","OF"
"wanerpa01","TSN All-Star",1937,"ML","0","OF"
"hubbeca01","TSN All-Star",1937,"ML","0","P"
"ruffire01","TSN All-Star",1937,"ML","0","P"
"bartedi01","TSN All-Star",1937,"ML","0","SS"
"gehrich01","TSN Guide MVP",1937,"AL","0","0"
"medwijo01","TSN Guide MVP",1937,"NL","0","0"
"allenjo02","TSN Major League Player of the Year",1937,"ML","0","0"
"foxxji01","Baseball Magazine All-Star",1938,"AL","0","1B"
"gehrich01","Baseball Magazine All-Star",1938,"AL","0","2B"
"rolfere01","Baseball Magazine All-Star",1938,"AL","0","3B"
"dickebi01","Baseball Magazine All-Star",1938,"AL","0","C1"
"hemslro01","Baseball Magazine All-Star",1938,"AL","0","C2"
"dimagjo01","Baseball Magazine All-Star",1938,"AL","0","CF"
"heathje01","Baseball Magazine All-Star",1938,"AL","0","LF"
"ruffire01","Baseball Magazine All-Star",1938,"AL","0","P1"
"gomezle01","Baseball Magazine All-Star",1938,"AL","0","P2"
"grovele01","Baseball Magazine All-Star",1938,"AL","0","P3"
"allenjo02","Baseball Magazine All-Star",1938,"AL","0","P4"
"newsobo01","Baseball Magazine All-Star",1938,"AL","0","P5"
"averiea01","Baseball Magazine All-Star",1938,"AL","0","RF"
"cronijo01","Baseball Magazine All-Star",1938,"AL","0","SS"
"foxxji01","Baseball Magazine All-Star",1938,"ML","0","1B"
"gehrich01","Baseball Magazine All-Star",1938,"ML","0","2B"
"rolfere01","Baseball Magazine All-Star",1938,"ML","0","3B"
"dickebi01","Baseball Magazine All-Star",1938,"ML","0","C"
"dimagjo01","Baseball Magazine All-Star",1938,"ML","0","CF"
"medwijo01","Baseball Magazine All-Star",1938,"ML","0","LF"
"ruffire01","Baseball Magazine All-Star",1938,"ML","0","P1"
"derripa01","Baseball Magazine All-Star",1938,"ML","0","P2"
"vandejo01","Baseball Magazine All-Star",1938,"ML","0","P3"
"ottme01","Baseball Magazine All-Star",1938,"ML","0","RF"
"vaughar01","Baseball Magazine All-Star",1938,"ML","0","SS"
"mccorfr01","Baseball Magazine All-Star",1938,"NL","0","1B"
"frienbo01","TSN All-Star",1958,"ML","0","P"
"hermabi01","Baseball Magazine All-Star",1938,"NL","0","2B"
"hackst01","Baseball Magazine All-Star",1938,"NL","0","3B"
"lombaer01","Baseball Magazine All-Star",1938,"NL","0","C1"
"danniha01","Baseball Magazine All-Star",1938,"NL","0","C2"
"ottme01","Baseball Magazine All-Star",1938,"NL","0","CF"
"medwijo01","Baseball Magazine All-Star",1938,"NL","0","LF"
"derripa01","Baseball Magazine All-Star",1938,"NL","0","P1"
"hubbeca01","Baseball Magazine All-Star",1938,"NL","0","P2"
"leebi02","Baseball Magazine All-Star",1938,"NL","0","P3"
"vandejo01","Baseball Magazine All-Star",1938,"NL","0","P4"
"turneji01","Baseball Magazine All-Star",1938,"NL","0","P5"
"goodmiv01","Baseball Magazine All-Star",1938,"NL","0","RF"
"vaughar01","Baseball Magazine All-Star",1938,"NL","0","SS"
"foxxji01","Most Valuable Player",1938,"AL","0","0"
"lombaer01","Most Valuable Player",1938,"NL","0","0"
"foxxji01","TSN All-Star",1938,"ML","0","1B"
"gehrich01","TSN All-Star",1938,"ML","0","2B"
"rolfere01","TSN All-Star",1938,"ML","0","3B"
"dickebi01","TSN All-Star",1938,"ML","0","C"
"dimagjo01","TSN All-Star",1938,"ML","0","OF"
"medwijo01","TSN All-Star",1938,"ML","0","OF"
"ottme01","TSN All-Star",1938,"ML","0","OF"
"gomezle01","TSN All-Star",1938,"ML","0","P"
"ruffire01","TSN All-Star",1938,"ML","0","P"
"vandejo01","TSN All-Star",1938,"ML","0","P"
"cronijo01","TSN All-Star",1938,"ML","0","SS"
"foxxji01","TSN Guide MVP",1938,"AL","0","0"
"lombaer01","TSN Guide MVP",1938,"NL","0","0"
"vandejo01","TSN Major League Player of the Year",1938,"ML","0","0"
"foxxji01","Baseball Magazine All-Star",1939,"AL","0","1B"
"gordojo01","Baseball Magazine All-Star",1939,"AL","0","2B"
"rolfere01","Baseball Magazine All-Star",1939,"AL","0","3B"
"dickebi01","Baseball Magazine All-Star",1939,"AL","0","C"
"dimagjo01","Baseball Magazine All-Star",1939,"AL","0","CF"
"johnsbo01","Baseball Magazine All-Star",1939,"AL","0","LF"
"fellebo01","Baseball Magazine All-Star",1939,"AL","0","P1"
"ruffire01","Baseball Magazine All-Star",1939,"AL","0","P2"
"leonadu02","Baseball Magazine All-Star",1939,"AL","0","P3"
"willite01","Baseball Magazine All-Star",1939,"AL","0","RF"
"cronijo01","Baseball Magazine All-Star",1939,"AL","0","SS"
"foxxji01","Baseball Magazine All-Star",1939,"ML","0","1B"
"gordojo01","Baseball Magazine All-Star",1939,"ML","0","2B"
"rolfere01","Baseball Magazine All-Star",1939,"ML","0","3B"
"dickebi01","Baseball Magazine All-Star",1939,"ML","0","C"
"dimagjo01","Baseball Magazine All-Star",1939,"ML","0","CF"
"medwijo01","Baseball Magazine All-Star",1939,"ML","0","LF"
"waltebu01","Baseball Magazine All-Star",1939,"ML","0","P1"
"derripa01","Baseball Magazine All-Star",1939,"ML","0","P2"
"fellebo01","Baseball Magazine All-Star",1939,"ML","0","P3"
"ruffire01","Baseball Magazine All-Star",1939,"ML","0","P4"
"daviscu01","Baseball Magazine All-Star",1939,"ML","0","P5"
"willite01","Baseball Magazine All-Star",1939,"ML","0","RF"
"cronijo01","Baseball Magazine All-Star",1939,"ML","0","SS"
"mccorfr01","Baseball Magazine All-Star",1939,"NL","0","1B"
"freylo01","Baseball Magazine All-Star",1939,"NL","0","2B"
"lavagco01","Baseball Magazine All-Star",1939,"NL","0","3B"
"danniha01","Baseball Magazine All-Star",1939,"NL","0","C"
"leibeha01","Baseball Magazine All-Star",1939,"NL","0","CF"
"medwijo01","Baseball Magazine All-Star",1939,"NL","0","LF"
"waltebu01","Baseball Magazine All-Star",1939,"NL","0","P1"
"derripa01","Baseball Magazine All-Star",1939,"NL","0","P2"
"daviscu01","Baseball Magazine All-Star",1939,"NL","0","P3"
"ottme01","Baseball Magazine All-Star",1939,"NL","0","RF"
